Working with ABO!
Start training!
| distributed init (rank 0): env://
Creating model
### Loading pretrained vision encoder
Position interpolate vision_encoder.layers.0.blocks.0.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.0.blocks.1.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.1.blocks.0.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.1.blocks.1.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.0.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.1.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.2.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.3.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.4.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.5.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.6.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.7.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.8.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.9.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.10.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.11.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.12.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.13.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.14.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.15.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.16.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.2.blocks.17.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.3.blocks.0.attn.relative_position_bias_table from 13x13 to 23x23
Position interpolate vision_encoder.layers.3.blocks.1.attn.relative_position_bias_table from 13x13 to 23x23
### Loading pretrained text encoder
load checkpoint from /ivi/ilps/personal/mbiriuk/repro/X-VLM/4m_base_model_state_step_199999.th
missing_keys:  []
unexpected_keys:  ['bbox_head.0.weight', 'bbox_head.0.bias', 'bbox_head.1.weight', 'bbox_head.1.bias', 'bbox_head.3.weight', 'bbox_head.3.bias', 'text_encoder.cls.predictions.bias', 'text_encoder.cls.predictions.transform.dense.weight', 'text_encoder.cls.predictions.transform.dense.bias', 'text_encoder.cls.predictions.transform.LayerNorm.weight', 'text_encoder.cls.predictions.transform.LayerNorm.bias', 'text_encoder.cls.predictions.decoder.weight', 'text_encoder.cls.predictions.decoder.bias']
### Total Params:  213959547
Creating retrieval dataset
### output_dir,  output/itr_abo
Start training
### data 48693, batch size, 2 x 1
### lr_mult,  2
### num_training_steps,  243470
### num_warmup_steps,  24347
Train Epoch: [0] [    0/24346]  eta: 7:00:23  lr: 0.000000  loss_itm: 0.8046  loss_itc: 0.2227  time: 1.0360  data: 0.4484  max mem: 4160
Train Epoch: [0] [   50/24346]  eta: 2:42:51  lr: 0.000000  loss_itm: 2.7343  loss_itc: 0.9237  time: 0.3884  data: 0.0001  max mem: 6309
Train Epoch: [0] [  100/24346]  eta: 2:39:46  lr: 0.000000  loss_itm: 0.5844  loss_itc: 0.8954  time: 0.3891  data: 0.0001  max mem: 6309
Train Epoch: [0] [  150/24346]  eta: 2:38:27  lr: 0.000000  loss_itm: 0.4182  loss_itc: 0.0428  time: 0.3883  data: 0.0001  max mem: 6312
Train Epoch: [0] [  200/24346]  eta: 2:37:34  lr: 0.000000  loss_itm: 0.1631  loss_itc: 0.8879  time: 0.3868  data: 0.0001  max mem: 6314
Train Epoch: [0] [  250/24346]  eta: 2:36:57  lr: 0.000000  loss_itm: 0.0487  loss_itc: 0.0034  time: 0.3886  data: 0.0001  max mem: 6314
Train Epoch: [0] [  300/24346]  eta: 2:36:26  lr: 0.000000  loss_itm: 0.6682  loss_itc: 0.7869  time: 0.3878  data: 0.0001  max mem: 6314
Train Epoch: [0] [  350/24346]  eta: 2:35:58  lr: 0.000000  loss_itm: 0.4458  loss_itc: 0.0157  time: 0.3881  data: 0.0001  max mem: 6321
Train Epoch: [0] [  400/24346]  eta: 2:35:33  lr: 0.000000  loss_itm: 0.3937  loss_itc: 0.4946  time: 0.3878  data: 0.0001  max mem: 6321
Train Epoch: [0] [  450/24346]  eta: 2:35:10  lr: 0.000001  loss_itm: 1.3098  loss_itc: 2.2967  time: 0.3890  data: 0.0001  max mem: 6321
Train Epoch: [0] [  500/24346]  eta: 2:34:47  lr: 0.000001  loss_itm: 0.5251  loss_itc: 0.5050  time: 0.3879  data: 0.0001  max mem: 6321
Train Epoch: [0] [  550/24346]  eta: 2:34:25  lr: 0.000001  loss_itm: 0.7580  loss_itc: 0.8930  time: 0.3884  data: 0.0001  max mem: 6321
Train Epoch: [0] [  600/24346]  eta: 2:34:03  lr: 0.000001  loss_itm: 0.1244  loss_itc: 0.0034  time: 0.3876  data: 0.0001  max mem: 6321
Train Epoch: [0] [  650/24346]  eta: 2:33:42  lr: 0.000001  loss_itm: 0.2925  loss_itc: 0.7607  time: 0.3887  data: 0.0001  max mem: 6321
Train Epoch: [0] [  700/24346]  eta: 2:33:20  lr: 0.000001  loss_itm: 0.0466  loss_itc: 0.0023  time: 0.3876  data: 0.0001  max mem: 6321
Train Epoch: [0] [  750/24346]  eta: 2:32:59  lr: 0.000001  loss_itm: 0.1202  loss_itc: 0.0022  time: 0.3884  data: 0.0001  max mem: 6321
Train Epoch: [0] [  800/24346]  eta: 2:32:39  lr: 0.000001  loss_itm: 0.3587  loss_itc: 0.3954  time: 0.3877  data: 0.0001  max mem: 6321
Train Epoch: [0] [  850/24346]  eta: 2:32:19  lr: 0.000001  loss_itm: 0.2742  loss_itc: 0.0025  time: 0.3891  data: 0.0001  max mem: 6321
Train Epoch: [0] [  900/24346]  eta: 2:31:59  lr: 0.000001  loss_itm: 0.0835  loss_itc: 0.0082  time: 0.3886  data: 0.0001  max mem: 6321
Train Epoch: [0] [  950/24346]  eta: 2:31:39  lr: 0.000001  loss_itm: 0.1728  loss_itc: 0.1217  time: 0.3885  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1000/24346]  eta: 2:31:19  lr: 0.000001  loss_itm: 0.2841  loss_itc: 0.3746  time: 0.3883  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1050/24346]  eta: 2:30:58  lr: 0.000001  loss_itm: 0.6869  loss_itc: 0.3301  time: 0.3880  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1100/24346]  eta: 2:30:38  lr: 0.000001  loss_itm: 0.5590  loss_itc: 0.0659  time: 0.3881  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1150/24346]  eta: 2:30:18  lr: 0.000001  loss_itm: 0.2521  loss_itc: 0.2109  time: 0.3883  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1200/24346]  eta: 2:29:58  lr: 0.000001  loss_itm: 0.0532  loss_itc: 0.0003  time: 0.3885  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1250/24346]  eta: 2:29:38  lr: 0.000002  loss_itm: 0.0913  loss_itc: 0.0039  time: 0.3876  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1300/24346]  eta: 2:29:18  lr: 0.000002  loss_itm: 0.2728  loss_itc: 0.1761  time: 0.3883  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1350/24346]  eta: 2:28:58  lr: 0.000002  loss_itm: 0.1216  loss_itc: 0.0286  time: 0.3884  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1400/24346]  eta: 2:28:39  lr: 0.000002  loss_itm: 0.2368  loss_itc: 0.3497  time: 0.3889  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1450/24346]  eta: 2:28:19  lr: 0.000002  loss_itm: 0.1213  loss_itc: 0.0720  time: 0.3886  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1500/24346]  eta: 2:27:59  lr: 0.000002  loss_itm: 0.4743  loss_itc: 0.0503  time: 0.3885  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1550/24346]  eta: 2:27:40  lr: 0.000002  loss_itm: 0.0608  loss_itc: 0.0021  time: 0.3895  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1600/24346]  eta: 2:27:20  lr: 0.000002  loss_itm: 0.5069  loss_itc: 0.6100  time: 0.3890  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1650/24346]  eta: 2:27:01  lr: 0.000002  loss_itm: 0.2764  loss_itc: 0.1235  time: 0.3883  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1700/24346]  eta: 2:26:41  lr: 0.000002  loss_itm: 0.4977  loss_itc: 0.6034  time: 0.3881  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1750/24346]  eta: 2:26:21  lr: 0.000002  loss_itm: 0.7413  loss_itc: 0.4894  time: 0.3884  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1800/24346]  eta: 2:26:02  lr: 0.000002  loss_itm: 0.0152  loss_itc: 0.0010  time: 0.3882  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1850/24346]  eta: 2:25:42  lr: 0.000002  loss_itm: 0.2706  loss_itc: 0.0100  time: 0.3887  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1900/24346]  eta: 2:25:23  lr: 0.000002  loss_itm: 0.6321  loss_itc: 0.5064  time: 0.3888  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 1950/24346]  eta: 2:25:03  lr: 0.000002  loss_itm: 0.8436  loss_itc: 0.2462  time: 0.3890  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2000/24346]  eta: 2:24:44  lr: 0.000002  loss_itm: 0.0563  loss_itc: 0.0000  time: 0.3884  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2050/24346]  eta: 2:24:24  lr: 0.000003  loss_itm: 0.1225  loss_itc: 0.0001  time: 0.3878  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2100/24346]  eta: 2:24:05  lr: 0.000003  loss_itm: 0.2117  loss_itc: 0.2124  time: 0.3890  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2150/24346]  eta: 2:23:45  lr: 0.000003  loss_itm: 0.2632  loss_itc: 0.3798  time: 0.3879  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2200/24346]  eta: 2:23:26  lr: 0.000003  loss_itm: 0.2576  loss_itc: 0.4464  time: 0.3890  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2250/24346]  eta: 2:23:06  lr: 0.000003  loss_itm: 1.0974  loss_itc: 0.8205  time: 0.3877  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2300/24346]  eta: 2:22:47  lr: 0.000003  loss_itm: 0.0249  loss_itc: 0.0031  time: 0.3887  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2350/24346]  eta: 2:22:27  lr: 0.000003  loss_itm: 0.4634  loss_itc: 0.2409  time: 0.3879  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2400/24346]  eta: 2:22:07  lr: 0.000003  loss_itm: 2.3025  loss_itc: 0.8859  time: 0.3884  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2450/24346]  eta: 2:21:48  lr: 0.000003  loss_itm: 0.1843  loss_itc: 0.0146  time: 0.3878  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2500/24346]  eta: 2:21:28  lr: 0.000003  loss_itm: 0.0354  loss_itc: 0.0030  time: 0.3879  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2550/24346]  eta: 2:21:09  lr: 0.000003  loss_itm: 0.0241  loss_itc: 0.0002  time: 0.3895  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2600/24346]  eta: 2:20:50  lr: 0.000003  loss_itm: 0.0076  loss_itc: 0.0000  time: 0.3882  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2650/24346]  eta: 2:20:30  lr: 0.000003  loss_itm: 0.0157  loss_itc: 0.0002  time: 0.3882  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2700/24346]  eta: 2:20:11  lr: 0.000003  loss_itm: 0.0069  loss_itc: 0.0020  time: 0.3874  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2750/24346]  eta: 2:19:51  lr: 0.000003  loss_itm: 0.6500  loss_itc: 1.2582  time: 0.3888  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2800/24346]  eta: 2:19:32  lr: 0.000003  loss_itm: 0.0496  loss_itc: 0.0048  time: 0.3891  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2850/24346]  eta: 2:19:13  lr: 0.000004  loss_itm: 0.0717  loss_itc: 0.0170  time: 0.3895  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2900/24346]  eta: 2:18:53  lr: 0.000004  loss_itm: 0.0426  loss_itc: 0.0019  time: 0.3887  data: 0.0001  max mem: 6321
Train Epoch: [0] [ 2950/24346]  eta: 2:18:34  lr: 0.000004  loss_itm: 0.0031  loss_itc: 0.0000  time: 0.3888  data: 0.0001  max mem: 6321
